index,topic,level_1,level_2,.hpp,struct,msg_type,topic_num
31,TBD,pilot_planning_msgs,msg,static_boder_ponints,StaticBoderPonints,pilot_planning_msgs/msg/StaticBoderPonints,0
32,TBD,pilot_planning_msgs,msg,vel_plan_debug,VelPlanDebug,pilot_planning_msgs/msg/VelPlanDebug,0
33,TBD,pilot_planning_msgs,msg,ddp_control,DDPControl,pilot_planning_msgs/msg/DDPControl,0
34,TBD,pilot_planning_msgs,msg,sequence_costing,SequenceCosting,pilot_planning_msgs/msg/SequenceCosting,0
35,TBD,pilot_planning_msgs,msg,planning_to_control_data,PlanningToControlData,pilot_planning_msgs/msg/PlanningToControlData,0
36,TBD,pilot_planning_msgs,msg,path_point,PathPoint,pilot_planning_msgs/msg/PathPoint,0
37,TBD,pilot_planning_msgs,msg,dp_debug_data,DPDebugData,pilot_planning_msgs/msg/DPDebugData,1
38,TBD,pilot_planning_msgs,msg,tag,Tag,pilot_planning_msgs/msg/Tag,0
39,TBD,pilot_planning_msgs,msg,lattice_motion_planning_data,LatticeMotionPlanningData,pilot_planning_msgs/msg/LatticeMotionPlanningData,0
40,TBD,pilot_planning_msgs,msg,multi_fitting_line_seg_info,MultiFittingLineSegInfo,pilot_planning_msgs/msg/MultiFittingLineSegInfo,0
41,TBD,pilot_planning_msgs,msg,frenet_point,FrenetPoint,pilot_planning_msgs/msg/FrenetPoint,0
42,TBD,pilot_planning_msgs,msg,dsqp_debug_data,DSQPDebugData,pilot_planning_msgs/msg/DSQPDebugData,0
43,TBD,pilot_planning_msgs,msg,multi_fitting_lanes_info,MultiFittingLanesInfo,pilot_planning_msgs/msg/MultiFittingLanesInfo,0
44,TBD,pilot_planning_msgs,msg,acc_line,AccLine,pilot_planning_msgs/msg/AccLine,0
45,TBD,pilot_planning_msgs,msg,trajectory_solver_iteration,TrajectorySolverIteration,pilot_planning_msgs/msg/TrajectorySolverIteration,0
46,TBD,pilot_planning_msgs,msg,costing,Costing,pilot_planning_msgs/msg/Costing,0
47,TBD,pilot_planning_msgs,msg,acc_debug_data,AccDebugData,pilot_planning_msgs/msg/AccDebugData,0
48,TBD,pilot_planning_msgs,msg,lateral_motion_planning_plus_debug_data,LateralMotionPlanningPlusDebugData,pilot_planning_msgs/msg/LateralMotionPlanningPlusDebugData,0
49,TBD,pilot_planning_msgs,msg,trajectory_solution,TrajectorySolution,pilot_planning_msgs/msg/TrajectorySolution,0
51,TBD,vtd_msgs,msg,rdb_object_state_base,RDBObjectStateBase,vtd_msgs/msg/RDBObjectStateBase,0
52,TBD,vtd_msgs,msg,rdb_image_stamped,RDBImageStamped,vtd_msgs/msg/RDBImageStamped,0
53,TBD,vtd_msgs,msg,rdb_traffic_light_base,RDBTrafficLightBase,vtd_msgs/msg/RDBTrafficLightBase,0
54,TBD,vtd_msgs,msg,rdb_sensor_object,RDBSensorObject,vtd_msgs/msg/RDBSensorObject,0
55,TBD,vtd_msgs,msg,xml_element,XMLElement,vtd_msgs/msg/XMLElement,0
56,TBD,vtd_msgs,msg,rdb_wheel_array,RDBWheelArray,vtd_msgs/msg/RDBWheelArray,0
57,TBD,vtd_msgs,msg,rdb_engine_array,RDBEngineArray,vtd_msgs/msg/RDBEngineArray,0
58,TBD,vtd_msgs,msg,rdb_traffic_light_array,RDBTrafficLightArray,vtd_msgs/msg/RDBTrafficLightArray,0
59,TBD,vtd_msgs,msg,rdb_custom_scoring_array,RDBCustomScoringArray,vtd_msgs/msg/RDBCustomScoringArray,0
60,TBD,vtd_msgs,msg,rdb_object_state_array,RDBObjectStateArray,vtd_msgs/msg/RDBObjectStateArray,0
61,TBD,vtd_msgs,msg,rdb_drivetrain_base,RDBDrivetrainBase,vtd_msgs/msg/RDBDrivetrainBase,0
62,TBD,vtd_msgs,msg,rdb_sensor_object_array,RDBSensorObjectArray,vtd_msgs/msg/RDBSensorObjectArray,0
63,TBD,vtd_msgs,msg,rdb_vehicle_setup_array,RDBVehicleSetupArray,vtd_msgs/msg/RDBVehicleSetupArray,0
64,TBD,vtd_msgs,msg,rdb_vehicle_systems,RDBVehicleSystems,vtd_msgs/msg/RDBVehicleSystems,0
65,TBD,vtd_msgs,msg,rdb_driver_perception,RDBDriverPerception,vtd_msgs/msg/RDBDriverPerception,0
66,TBD,vtd_msgs,msg,rdb_road_state_array,RDBRoadStateArray,vtd_msgs/msg/RDBRoadStateArray,0
67,TBD,vtd_msgs,msg,rdb_road_position,RDBRoadPosition,vtd_msgs/msg/RDBRoadPosition,0
68,TBD,vtd_msgs,msg,rdb_road_state,RDBRoadState,vtd_msgs/msg/RDBRoadState,0
69,TBD,vtd_msgs,msg,rdb_roadmark,RDBRoadmark,vtd_msgs/msg/RDBRoadmark,0
70,TBD,vtd_msgs,msg,rdb_sync,RDBSync,vtd_msgs/msg/RDBSync,0
71,TBD,vtd_msgs,msg,rdb_geometry,RDBGeometry,vtd_msgs/msg/RDBGeometry,0
72,TBD,vtd_msgs,msg,xml_root,XMLRoot,vtd_msgs/msg/XMLRoot,0
73,TBD,vtd_msgs,msg,rdb_object_state_extended,RDBObjectStateExtended,vtd_msgs/msg/RDBObjectStateExtended,0
74,TBD,vtd_msgs,msg,rdb_traffic_sign_array,RDBTrafficSignArray,vtd_msgs/msg/RDBTrafficSignArray,0
75,TBD,vtd_msgs,msg,rdb_object_config,RDBObjectConfig,vtd_msgs/msg/RDBObjectConfig,0
76,TBD,vtd_msgs,msg,rdb_object_config_array,RDBObjectConfigArray,vtd_msgs/msg/RDBObjectConfigArray,0
77,TBD,vtd_msgs,msg,rdb_sensor_state,RDBSensorState,vtd_msgs/msg/RDBSensorState,0
78,TBD,vtd_msgs,msg,rdb_lane_info_array,RDBLaneInfoArray,vtd_msgs/msg/RDBLaneInfoArray,0
79,TBD,vtd_msgs,msg,rdb_image,RDBImage,vtd_msgs/msg/RDBImage,0
80,TBD,vtd_msgs,msg,rdb_wheel_extended,RDBWheelExtended,vtd_msgs/msg/RDBWheelExtended,0
81,TBD,vtd_msgs,msg,rdb_camera,RDBCamera,vtd_msgs/msg/RDBCamera,0
82,TBD,vtd_msgs,msg,rdb_trigger,RDBTrigger,vtd_msgs/msg/RDBTrigger,0
83,TBD,vtd_msgs,msg,rdb_coordinate,RDBCoordinate,vtd_msgs/msg/RDBCoordinate,0
84,TBD,vtd_msgs,msg,rdb_custom_scoring,RDBCustomScoring,vtd_msgs/msg/RDBCustomScoring,0
85,TBD,vtd_msgs,msg,xml_attribute,XMLAttribute,vtd_msgs/msg/XMLAttribute,0
86,TBD,vtd_msgs,msg,rdb_drivetrain,RDBDrivetrain,vtd_msgs/msg/RDBDrivetrain,0
87,TBD,vtd_msgs,msg,rdb_traffic_light_extended,RDBTrafficLightExtended,vtd_msgs/msg/RDBTrafficLightExtended,0
88,TBD,vtd_msgs,msg,rdb_vehicle_setup,RDBVehicleSetup,vtd_msgs/msg/RDBVehicleSetup,0
89,TBD,vtd_msgs,msg,rdb_camera_stamped,RDBCameraStamped,vtd_msgs/msg/RDBCameraStamped,0
90,TBD,vtd_msgs,msg,rdb_lane_info,RDBLaneInfo,vtd_msgs/msg/RDBLaneInfo,0
91,TBD,vtd_msgs,msg,rdb_vehicle_systems_array,RDBVehicleSystemsArray,vtd_msgs/msg/RDBVehicleSystemsArray,0
92,TBD,vtd_msgs,msg,scp_message,SCPMessage,vtd_msgs/msg/SCPMessage,0
93,TBD,vtd_msgs,msg,rdb_sensor_state_array,RDBSensorStateArray,vtd_msgs/msg/RDBSensorStateArray,0
94,TBD,vtd_msgs,msg,rdb_rt_performance,RDBRtPerformance,vtd_msgs/msg/RDBRtPerformance,0
95,TBD,vtd_msgs,msg,rt3000_obstacles,Rt3000Obstacles,vtd_msgs/msg/Rt3000Obstacles,0
96,TBD,vtd_msgs,msg,vehicle_dynamics,VehicleDynamics,vtd_msgs/msg/VehicleDynamics,0
97,TBD,vtd_msgs,msg,rdb_driver_perception_array,RDBDriverPerceptionArray,vtd_msgs/msg/RDBDriverPerceptionArray,0
98,TBD,vtd_msgs,msg,rdb_engine_extended,RDBEngineExtended,vtd_msgs/msg/RDBEngineExtended,0
99,TBD,vtd_msgs,msg,rdb_environment,RDBEnvironment,vtd_msgs/msg/RDBEnvironment,0
100,TBD,vtd_msgs,msg,rdb_drivetrain_extended,RDBDrivetrainExtended,vtd_msgs/msg/RDBDrivetrainExtended,0
101,TBD,vtd_msgs,msg,rdb_engine_base,RDBEngineBase,vtd_msgs/msg/RDBEngineBase,0
102,TBD,vtd_msgs,msg,rdb_wheel_base,RDBWheelBase,vtd_msgs/msg/RDBWheelBase,0
103,TBD,vtd_msgs,msg,rdb_road_position_array,RDBRoadPositionArray,vtd_msgs/msg/RDBRoadPositionArray,0
104,TBD,vtd_msgs,msg,rdb_driver_control_array,RDBDriverControlArray,vtd_msgs/msg/RDBDriverControlArray,0
105,TBD,vtd_msgs,msg,rdb_point,RDBPoint,vtd_msgs/msg/RDBPoint,0
106,TBD,vtd_msgs,msg,rdb_roadmark_array,RDBRoadmarkArray,vtd_msgs/msg/RDBRoadmarkArray,0
107,TBD,vtd_msgs,msg,rdb_driver_control,RDBDriverControl,vtd_msgs/msg/RDBDriverControl,0
108,TBD,vtd_msgs,msg,rdb_traffic_light_phase,RDBTrafficLightPhase,vtd_msgs/msg/RDBTrafficLightPhase,0
109,TBD,vtd_msgs,msg,rdb_traffic_sign,RDBTrafficSign,vtd_msgs/msg/RDBTrafficSign,0
110,TBD,calibration_msgs,msg,cam_lane_instance,CamLaneInstance,calibration_msgs/msg/CamLaneInstance,0
111,TBD,calibration_msgs,msg,cam_calibration,CamCalibration,calibration_msgs/msg/CamCalibration,0
112,TBD,calibration_msgs,msg,image_diag_info,ImageDiagInfo,calibration_msgs/msg/ImageDiagInfo,0
113,TBD,calibration_msgs,msg,image_diag,ImageDiag,calibration_msgs/msg/ImageDiag,0
114,TBD,calibration_msgs,msg,oc_lane_instance,OCLaneInstance,calibration_msgs/msg/OCLaneInstance,0
115,TBD,calibration_msgs,msg,parking_cam_info,ParkingCamInfo,calibration_msgs/msg/ParkingCamInfo,0
116,TBD,calibration_msgs,msg,cam_lane_info,CamLaneInfo,calibration_msgs/msg/CamLaneInfo,0
117,TBD,calibration_msgs,msg,driving_cam_info,DrivingCamInfo,calibration_msgs/msg/DrivingCamInfo,0
118,TBD,calibration_msgs,msg,cam_lane_point,CamLanePoint,calibration_msgs/msg/CamLanePoint,0
119,TBD,common_msgs,msg,slt_point,SLTPoint,common_msgs/msg/SLTPoint,0
120,TBD,common_msgs,msg,com_header,ComHeader,common_msgs/msg/ComHeader,0
121,TBD,common_msgs,msg,attitude,Attitude,common_msgs/msg/Attitude,0
122,TBD,common_msgs,msg,speed_point,SpeedPoint,common_msgs/msg/SpeedPoint,0
123,TBD,common_msgs,msg,clothoid_model,ClothoidModel,common_msgs/msg/ClothoidModel,0
124,TBD,common_msgs,msg,time_stamp,TimeStamp,common_msgs/msg/TimeStamp,0
125,TBD,common_msgs,msg,action,Action,common_msgs/msg/Action,0
126,TBD,common_msgs,msg,two_df_pose,TwoDFPose,common_msgs/msg/TwoDFPose,0
127,TBD,common_msgs,msg,point3_f,Point3F,common_msgs/msg/Point3F,0
128,TBD,common_msgs,msg,point3_d,Point3D,common_msgs/msg/Point3D,0
129,TBD,common_msgs,msg,frenet_frame_point,FrenetFramePoint,common_msgs/msg/FrenetFramePoint,0
130,TBD,common_msgs,msg,sl_point,SLPoint,common_msgs/msg/SLPoint,0
131,TBD,common_msgs,msg,point2_f,Point2F,common_msgs/msg/Point2F,0
132,TBD,common_msgs,msg,point2_d,Point2D,common_msgs/msg/Point2D,0
133,TBD,pilot_ego_motion_msgs,msg,ego_motion_info,EgoMotionInfo,pilot_ego_motion_msgs/msg/EgoMotionInfo,1
134,TBD,pilot_ego_motion_msgs,msg,ego_motion_debug_info,EgoMotionDebugInfo,pilot_ego_motion_msgs/msg/EgoMotionDebugInfo,0
135,TBD,pilot_ego_motion_msgs,msg,ego_motion_loc,EgoMotionLoc,pilot_ego_motion_msgs/msg/EgoMotionLoc,0
136,TBD,hpp_localization_msgs,msg,vslam_localization_output,VSLAMLocalizationOutput,hpp_localization_msgs/msg/VSLAMLocalizationOutput,1
137,TBD,hpp_localization_msgs,msg,parking_spc_rcmnd_select_resp,ParkingSpcRcmndSelectResp,hpp_localization_msgs/msg/ParkingSpcRcmndSelectResp,0
138,TBD,hpp_localization_msgs,msg,vslam_localization_traj_info,VSLAMLocalizationTrajInfo,hpp_localization_msgs/msg/VSLAMLocalizationTrajInfo,0
139,TBD,hpp_localization_msgs,msg,localization_to_icm,LocalizationToICM,hpp_localization_msgs/msg/LocalizationToICM,1
140,TBD,hpp_localization_msgs,msg,loc_road_facility_info_type,LocRoadFacilityInfoType,hpp_localization_msgs/msg/LocRoadFacilityInfoType,0
141,TBD,hpp_localization_msgs,msg,vslam_localization_start,VSLAMLocalizationStart,hpp_localization_msgs/msg/VSLAMLocalizationStart,1
142,TBD,hpp_localization_msgs,msg,parking_spc_rcmnd_list,ParkingSpcRcmndList,hpp_localization_msgs/msg/ParkingSpcRcmndList,1
143,TBD,hpp_localization_msgs,msg,parking_spc_rcmnd,ParkingSpcRcmnd,hpp_localization_msgs/msg/ParkingSpcRcmnd,0
144,TBD,hpp_localization_msgs,msg,map_preview_resp,MapPreviewResp,hpp_localization_msgs/msg/MapPreviewResp,1
145,TBD,hpp_localization_msgs,msg,localization_preview_info,LocalizationPreviewInfo,hpp_localization_msgs/msg/LocalizationPreviewInfo,1
146,TBD,hpp_localization_msgs,msg,vslam_localization_slot_info,VSLAMLocalizationSlotInfo,hpp_localization_msgs/msg/VSLAMLocalizationSlotInfo,0
147,TBD,hpp_localization_msgs,msg,loc_map_parking_spc_strct_type,LocMapParkingSpcStrctType,hpp_localization_msgs/msg/LocMapParkingSpcStrctType,0
148,TBD,hpp_localization_msgs,msg,map_management_resp,MapManagementResp,hpp_localization_msgs/msg/MapManagementResp,1
149,TBD,can_gateway_msgs,msg,jumbo_frame_data,JumboFrameData,can_gateway_msgs/msg/JumboFrameData,0
150,TBD,can_gateway_msgs,msg,multi_pdu_data,MultiPduData,can_gateway_msgs/msg/MultiPduData,0
151,TBD,can_gateway_msgs,msg,signal_pdu_data,SignalPduData,can_gateway_msgs/msg/SignalPduData,0
152,TBD,plan_ocl_debug_msgs,msg,primitive_object,PrimitiveObject,plan_ocl_debug_msgs/msg/PrimitiveObject,0
153,TBD,plan_ocl_debug_msgs,msg,line_search,LineSearch,plan_ocl_debug_msgs/msg/LineSearch,0
154,TBD,plan_ocl_debug_msgs,msg,ocl_position,OclPosition,plan_ocl_debug_msgs/msg/OclPosition,0
155,TBD,plan_ocl_debug_msgs,msg,iteration,Iteration,plan_ocl_debug_msgs/msg/Iteration,0
156,TBD,plan_ocl_debug_msgs,msg,iterations,Iterations,plan_ocl_debug_msgs/msg/Iterations,0
157,TBD,plan_ocl_debug_msgs,msg,costs,Costs,plan_ocl_debug_msgs/msg/Costs,0
158,TBD,plan_ocl_debug_msgs,msg,tracking_error,TrackingError,plan_ocl_debug_msgs/msg/TrackingError,0
159,TBD,plan_ocl_debug_msgs,msg,line_searchs,LineSearchs,plan_ocl_debug_msgs/msg/LineSearchs,0
160,TBD,plan_ocl_debug_msgs,msg,ocl_trajectory_point,OclTrajectoryPoint,plan_ocl_debug_msgs/msg/OclTrajectoryPoint,0
161,TBD,plan_ocl_debug_msgs,msg,float_array20,FloatArray20,plan_ocl_debug_msgs/msg/FloatArray20,0
162,TBD,plan_ocl_debug_msgs,msg,position_array26,PositionArray26,plan_ocl_debug_msgs/msg/PositionArray26,0
163,TBD,plan_ocl_debug_msgs,msg,ocl_trajectory,OclTrajectory,plan_ocl_debug_msgs/msg/OclTrajectory,1
164,TBD,plan_ocl_debug_msgs,msg,ocl_trajectory_points,OclTrajectoryPoints,plan_ocl_debug_msgs/msg/OclTrajectoryPoints,0
165,TBD,plan_ocl_debug_msgs,msg,float_array2,FloatArray2,plan_ocl_debug_msgs/msg/FloatArray2,0
166,TBD,plan_ocl_debug_msgs,msg,primitives,Primitives,plan_ocl_debug_msgs/msg/Primitives,0
167,TBD,plan_ocl_debug_msgs,msg,solver_info,SolverInfo,plan_ocl_debug_msgs/msg/SolverInfo,0
168,TBD,plan_ocl_debug_msgs,msg,float_array10,FloatArray10,plan_ocl_debug_msgs/msg/FloatArray10,0
169,TBD,navi_info_msgs,msg,nav_info,NavInfo,navi_info_msgs/msg/NavInfo,0
170,TBD,diag_service_msgs,msg,diag_vehicle_signal_rep,DiagVehicleSignalRep,diag_service_msgs/msg/DiagVehicleSignalRep,0
171,TBD,diag_service_msgs,msg,diag_itc_notify,DiagItcNotify,diag_service_msgs/msg/DiagItcNotify,2
172,TBD,diag_service_msgs,msg,diag_exception,DiagException,diag_service_msgs/msg/DiagException,0
173,TBD,diag_service_msgs,msg,diag_cal_receiver,DiagCalReceiver,diag_service_msgs/msg/DiagCalReceiver,2
174,TBD,diag_service_msgs,msg,diag_event_dsc,DiagEventDsc,diag_service_msgs/msg/DiagEventDsc,0
175,TBD,diag_service_msgs,msg,diag_cal_header,DiagCalHeader,diag_service_msgs/msg/DiagCalHeader,0
176,TBD,diag_service_msgs,msg,diag_write_did,DiagWriteDid,diag_service_msgs/msg/DiagWriteDid,0
177,TBD,diag_service_msgs,msg,diag_cal_result,DiagCalResult,diag_service_msgs/msg/DiagCalResult,2
178,TBD,diag_service_msgs,msg,diag_camera_cal_command,DiagCameraCalCommand,diag_service_msgs/msg/DiagCameraCalCommand,0
179,TBD,diag_service_msgs,msg,lidar_cal_receiver,LidarCalReceiver,diag_service_msgs/msg/LidarCalReceiver,0
180,TBD,diag_service_msgs,msg,lidar_cal_sender,LidarCalSender,diag_service_msgs/msg/LidarCalSender,0
181,TBD,diag_service_msgs,msg,diag_camera_condition_notify,DiagCameraConditionNotify,diag_service_msgs/msg/DiagCameraConditionNotify,0
182,TBD,diag_service_msgs,msg,diag_events_mask,DiagEventsMask,diag_service_msgs/msg/DiagEventsMask,0
183,TBD,diag_service_msgs,msg,diag_cal_sender,DiagCalSender,diag_service_msgs/msg/DiagCalSender,2
184,TBD,diag_service_msgs,msg,diag_dtc_notify,DiagDtcNotify,diag_service_msgs/msg/DiagDtcNotify,0
185,TBD,diag_service_msgs,msg,diag_cal_command,DiagCalCommand,diag_service_msgs/msg/DiagCalCommand,2
186,TBD,diag_service_msgs,msg,camera_cal_result,CameraCalResult,diag_service_msgs/msg/CameraCalResult,0
187,TBD,diag_service_msgs,msg,diag_read_did_response,DiagReadDidResponse,diag_service_msgs/msg/DiagReadDidResponse,0
188,TBD,diag_service_msgs,msg,itc_data_collection,ItcDataCollection,diag_service_msgs/msg/ItcDataCollection,1
189,TBD,diag_service_msgs,msg,diag_service_heartbeat,DiagServiceHeartbeat,diag_service_msgs/msg/DiagServiceHeartbeat,0
190,TBD,diag_service_msgs,msg,diag_exception_set,DiagExceptionSet,diag_service_msgs/msg/DiagExceptionSet,0
191,TBD,diag_service_msgs,msg,diag_read_did_notify,DiagReadDidNotify,diag_service_msgs/msg/DiagReadDidNotify,0
192,TBD,diag_service_msgs,msg,camera_cal_info,CameraCalInfo,diag_service_msgs/msg/CameraCalInfo,0
193,TBD,diag_service_msgs,msg,diag_command,DiagCommand,diag_service_msgs/msg/DiagCommand,0
194,TBD,diag_service_msgs,msg,diag_response,DiagResponse,diag_service_msgs/msg/DiagResponse,0
195,TBD,diag_service_msgs,msg,diag_vehicle_command,DiagVehicleCommand,diag_service_msgs/msg/DiagVehicleCommand,0
196,TBD,diag_service_msgs,msg,diag_generic_command,DiagGenericCommand,diag_service_msgs/msg/DiagGenericCommand,7
197,TBD,soa_pilot_msgs,msg,cloud_map_download_resp,CloudMapDownloadResp,soa_pilot_msgs/msg/CloudMapDownloadResp,1
198,TBD,prediction_msgs,msg,prediction_profile,PredictionProfile,prediction_msgs/msg/PredictionProfile,0
199,TBD,prediction_msgs,msg,prediction_feature_info,PredictionFeatureInfo,prediction_msgs/msg/PredictionFeatureInfo,0
200,TBD,prediction_msgs,msg,pred_ego_info,PredEgoInfo,prediction_msgs/msg/PredEgoInfo,0
201,TBD,prediction_msgs,msg,prediction_data,PredictionData,prediction_msgs/msg/PredictionData,3
202,TBD,prediction_msgs,msg,prediction_frenet_element_info,PredictionFrenetElementInfo,prediction_msgs/msg/PredictionFrenetElementInfo,0
203,TBD,prediction_msgs,msg,pred_scenario_info,PredScenarioInfo,prediction_msgs/msg/PredScenarioInfo,0
204,TBD,prediction_msgs,msg,pred_diag_info,PredDiagInfo,prediction_msgs/msg/PredDiagInfo,0
205,TBD,prediction_msgs,msg,prediction_info,PredictionInfo,prediction_msgs/msg/PredictionInfo,0
206,TBD,prediction_msgs,msg,pred_map_info,PredMapInfo,prediction_msgs/msg/PredMapInfo,0
207,TBD,prediction_msgs,msg,pred_input_diag,PredInputDiag,prediction_msgs/msg/PredInputDiag,0
208,TBD,prediction_msgs,msg,pred_obj_track_corner_point,PredObjTrackCornerPoint,prediction_msgs/msg/PredObjTrackCornerPoint,0
209,TBD,prediction_msgs,msg,prediction_debug_data,PredictionDebugData,prediction_msgs/msg/PredictionDebugData,1
210,TBD,prediction_msgs,msg,prediction_traj,PredictionTraj,prediction_msgs/msg/PredictionTraj,0
211,TBD,vehicle_msgs,msg,vehicle_motion_ipd,VehicleMotionIpd,vehicle_msgs/msg/VehicleMotionIpd,1
212,TBD,vehicle_msgs,msg,vehicle_status_ipd,VehicleStatusIpd,vehicle_msgs/msg/VehicleStatusIpd,1
213,TBD,vehicle_msgs,msg,vehicle_hmi,VehicleHMI,vehicle_msgs/msg/VehicleHMI,2
215,TBD,parking_rtk_groundtruth_msgs,msg,tfenu_to_odom,TFENUToOdom,parking_rtk_groundtruth_msgs/msg/TFENUToOdom,0
216,TBD,parking_rtk_groundtruth_msgs,msg,dr_result_list,DRResultList,parking_rtk_groundtruth_msgs/msg/DRResultList,0
217,TBD,parking_rtk_groundtruth_msgs,msg,chc_inspva,CHCInspva,parking_rtk_groundtruth_msgs/msg/CHCInspva,0
218,TBD,proto_gateway_msgs,msg,life_cycle_info,LifeCycleInfo,proto_gateway_msgs/msg/LifeCycleInfo,0
219,TBD,proto_gateway_msgs,msg,psl_info,PSLInfo,proto_gateway_msgs/msg/PSLInfo,0
220,TBD,proto_gateway_msgs,msg,vcim_local_req,VcimLocalReq,proto_gateway_msgs/msg/VcimLocalReq,0
221,TBD,proto_gateway_msgs,msg,time_gap_data,TimeGapData,proto_gateway_msgs/msg/TimeGapData,0
222,TBD,proto_gateway_msgs,msg,vcim_remote_req_ret,VcimRemoteReqRet,proto_gateway_msgs/msg/VcimRemoteReqRet,0
223,TBD,proto_gateway_msgs,msg,vcim_remote_req_resp,VcimRemoteReqResp,proto_gateway_msgs/msg/VcimRemoteReqResp,0
224,TBD,proto_gateway_msgs,msg,vcim_local_req_resp,VcimLocalReqResp,proto_gateway_msgs/msg/VcimLocalReqResp,2
225,TBD,proto_gateway_msgs,msg,vcim_remote_req,VcimRemoteReq,proto_gateway_msgs/msg/VcimRemoteReq,1
226,TBD,proto_gateway_msgs,msg,vcim_local_req_ret,VcimLocalReqRet,proto_gateway_msgs/msg/VcimLocalReqRet,0
227,TBD,aeb_msgs,msg,line_model_st,LineModelSt,aeb_msgs/msg/LineModelSt,0
228,TBD,aeb_msgs,msg,type_road_edge_object_vcc,TypeRoadEdgeObjectVcc,aeb_msgs/msg/TypeRoadEdgeObjectVcc,0
229,TBD,aeb_msgs,msg,type_lane_marker_estimate_vcc,TypeLaneMarkerEstimateVcc,aeb_msgs/msg/TypeLaneMarkerEstimateVcc,0
230,TBD,aeb_msgs,msg,horizon_world_space_info,HorizonWorldSpaceInfo,aeb_msgs/msg/HorizonWorldSpaceInfo,0
231,TBD,aeb_msgs,msg,type_ra_cam_object_vcc,TypeRaCamObjectVcc,aeb_msgs/msg/TypeRaCamObjectVcc,1
