index,topic,level_1,level_2,.hpp,struct,msg_type,topic_num
21,TBD,uss_msgs,msg,hat_pt,HatPt,uss_msgs/msg/HatPt,0
22,TBD,uss_msgs,msg,hat_uod_rt_obs_pts,HatUodRtObsPts,uss_msgs/msg/HatUodRtObsPts,0
23,TBD,uss_msgs,msg,hat_uod_out_info,HatUodOutInfo,uss_msgs/msg/HatUodOutInfo,0
24,TBD,uss_msgs,msg,uss_status,UssStatus,uss_msgs/msg/UssStatus,1
25,TBD,uss_msgs,msg,upcod_obs_list,UpcodObsList,uss_msgs/msg/UpcodObsList,1
26,TBD,uss_msgs,msg,upc_uss_raw,UpcUssRaw,uss_msgs/msg/UpcUssRaw,1
27,TBD,uss_msgs,msg,upc_parking_slots,UPCParkingSlots,uss_msgs/msg/UPCParkingSlots,1
28,TBD,uss_msgs,msg,upcod_obs,UpcodObs,uss_msgs/msg/UpcodObs,0
29,TBD,parking_decision_msgs,msg,f_point,FPoint,parking_decision_msgs/msg/FPoint,0
30,TBD,parking_decision_msgs,msg,parking_process,ParkingProcess,parking_decision_msgs/msg/ParkingProcess,1
31,TBD,parking_decision_msgs,msg,peb_dbg_data,PebDbgData,parking_decision_msgs/msg/PebDbgData,0
32,TBD,parking_decision_msgs,msg,plan_request,PlanRequest,parking_decision_msgs/msg/PlanRequest,1
33,TBD,parking_decision_msgs,msg,rout_slot,RoutSlot,parking_decision_msgs/msg/RoutSlot,0
34,TBD,parking_decision_msgs,msg,rout_slots,RoutSlots,parking_decision_msgs/msg/RoutSlots,1
35,TBD,parking_decision_msgs,msg,collision_info,CollisionInfo,parking_decision_msgs/msg/CollisionInfo,0
36,TBD,parking_decision_msgs,msg,parking_process_dbg_data,ParkingProcessDbgData,parking_decision_msgs/msg/ParkingProcessDbgData,1
37,TBD,parking_rtk_groundtruth_msgs,msg,dr_result_list,DRResultList,parking_rtk_groundtruth_msgs/msg/DRResultList,0
38,TBD,parking_rtk_groundtruth_msgs,msg,tfenu_to_odom,TFENUToOdom,parking_rtk_groundtruth_msgs/msg/TFENUToOdom,0
39,TBD,parking_rtk_groundtruth_msgs,msg,chc_inspva,CHCInspva,parking_rtk_groundtruth_msgs/msg/CHCInspva,0
40,TBD,navi_info_msgs,msg,nav_info,NavInfo,navi_info_msgs/msg/NavInfo,0
41,TBD,common_msgs,msg,time_stamp,TimeStamp,common_msgs/msg/TimeStamp,0
42,TBD,common_msgs,msg,point2_d,Point2D,common_msgs/msg/Point2D,0
43,TBD,common_msgs,msg,clothoid_model,ClothoidModel,common_msgs/msg/ClothoidModel,0
44,TBD,common_msgs,msg,slt_point,SLTPoint,common_msgs/msg/SLTPoint,0
45,TBD,common_msgs,msg,speed_point,SpeedPoint,common_msgs/msg/SpeedPoint,0
46,TBD,common_msgs,msg,sl_point,SLPoint,common_msgs/msg/SLPoint,0
47,TBD,common_msgs,msg,frenet_frame_point,FrenetFramePoint,common_msgs/msg/FrenetFramePoint,0
48,TBD,common_msgs,msg,point3_f,Point3F,common_msgs/msg/Point3F,0
49,TBD,common_msgs,msg,action,Action,common_msgs/msg/Action,0
50,TBD,common_msgs,msg,com_header,ComHeader,common_msgs/msg/ComHeader,0
51,TBD,common_msgs,msg,attitude,Attitude,common_msgs/msg/Attitude,0
52,TBD,common_msgs,msg,two_df_pose,TwoDFPose,common_msgs/msg/TwoDFPose,0
53,TBD,common_msgs,msg,point3_d,Point3D,common_msgs/msg/Point3D,0
54,TBD,common_msgs,msg,point2_f,Point2F,common_msgs/msg/Point2F,0
55,TBD,vehicle_msgs,msg,vehicle_motion_ipd,VehicleMotionIpd,vehicle_msgs/msg/VehicleMotionIpd,1
56,TBD,vehicle_msgs,msg,vehicle_hmi,VehicleHMI,vehicle_msgs/msg/VehicleHMI,2
57,TBD,vehicle_msgs,msg,vehicle_status_ipd,VehicleStatusIpd,vehicle_msgs/msg/VehicleStatusIpd,1
58,TBD,hpp_mapping_msgs,msg,mapping_start_location_struct,MappingStartLocationStruct,hpp_mapping_msgs/msg/MappingStartLocationStruct,0
59,TBD,hpp_mapping_msgs,msg,mapping_to_icm,MappingToICM,hpp_mapping_msgs/msg/MappingToICM,1
60,TBD,hpp_mapping_msgs,msg,mapping_mem_parking_map_info_struct,MappingMemParkingMapInfoStruct,hpp_mapping_msgs/msg/MappingMemParkingMapInfoStruct,0
61,TBD,hpp_mapping_msgs,msg,vslam_mapping_failed,VSLAMMappingFailed,hpp_mapping_msgs/msg/VSLAMMappingFailed,1
62,TBD,hpp_mapping_msgs,msg,mapping_map_parking_spc_strct_type,MappingMapParkingSpcStrctType,hpp_mapping_msgs/msg/MappingMapParkingSpcStrctType,0
63,TBD,hpp_mapping_msgs,msg,mapping_road_facility_info_type,MappingRoadFacilityInfoType,hpp_mapping_msgs/msg/MappingRoadFacilityInfoType,0
64,TBD,hpp_mapping_msgs,msg,vslam_mapping_start,VSLAMMappingStart,hpp_mapping_msgs/msg/VSLAMMappingStart,1
65,TBD,pilot_planning_msgs,msg,ddp_control,DDPControl,pilot_planning_msgs/msg/DDPControl,0
66,TBD,pilot_planning_msgs,msg,planning_hmi_info,PlanningHmiInfo,pilot_planning_msgs/msg/PlanningHmiInfo,0
67,TBD,pilot_planning_msgs,msg,feature,Feature,pilot_planning_msgs/msg/Feature,0
68,TBD,pilot_planning_msgs,msg,vehicle_des_state,VehicleDesState,pilot_planning_msgs/msg/VehicleDesState,0
69,TBD,pilot_planning_msgs,msg,motion_planning,MotionPlanning,pilot_planning_msgs/msg/MotionPlanning,0
70,TBD,pilot_planning_msgs,msg,lateral_opt_point_info,LateralOptPointInfo,pilot_planning_msgs/msg/LateralOptPointInfo,0
71,TBD,pilot_planning_msgs,msg,acc_debug_data,AccDebugData,pilot_planning_msgs/msg/AccDebugData,0
72,TBD,pilot_planning_msgs,msg,dsqp_debug_data,DSQPDebugData,pilot_planning_msgs/msg/DSQPDebugData,0
73,TBD,pilot_planning_msgs,msg,trajectory_solver_iteration,TrajectorySolverIteration,pilot_planning_msgs/msg/TrajectorySolverIteration,0
74,TBD,pilot_planning_msgs,msg,multi_fitting_line_seg_info,MultiFittingLineSegInfo,pilot_planning_msgs/msg/MultiFittingLineSegInfo,0
75,TBD,pilot_planning_msgs,msg,planning_to_control_data,PlanningToControlData,pilot_planning_msgs/msg/PlanningToControlData,0
76,TBD,pilot_planning_msgs,msg,trajectory_solution,TrajectorySolution,pilot_planning_msgs/msg/TrajectorySolution,0
77,TBD,pilot_planning_msgs,msg,trajectory_para,TrajectoryPara,pilot_planning_msgs/msg/TrajectoryPara,0
78,TBD,pilot_planning_msgs,msg,points_info,PointsInfo,pilot_planning_msgs/msg/PointsInfo,0
79,TBD,pilot_planning_msgs,msg,lateral_motion_planning_plus_debug_data,LateralMotionPlanningPlusDebugData,pilot_planning_msgs/msg/LateralMotionPlanningPlusDebugData,0
80,TBD,pilot_planning_msgs,msg,trajectory_solver_debug,TrajectorySolverDebug,pilot_planning_msgs/msg/TrajectorySolverDebug,1
81,TBD,pilot_planning_msgs,msg,multi_fitting_lanes_info,MultiFittingLanesInfo,pilot_planning_msgs/msg/MultiFittingLanesInfo,0
82,TBD,pilot_planning_msgs,msg,path_point,PathPoint,pilot_planning_msgs/msg/PathPoint,0
83,TBD,pilot_planning_msgs,msg,frenet_point,FrenetPoint,pilot_planning_msgs/msg/FrenetPoint,0
84,TBD,pilot_planning_msgs,msg,vel_plan_debug,VelPlanDebug,pilot_planning_msgs/msg/VelPlanDebug,0
85,TBD,pilot_planning_msgs,msg,static_boder_ponints,StaticBoderPonints,pilot_planning_msgs/msg/StaticBoderPonints,0
86,TBD,pilot_planning_msgs,msg,trajectory_points,TrajectoryPoints,pilot_planning_msgs/msg/TrajectoryPoints,0
87,TBD,pilot_planning_msgs,msg,acc_line,AccLine,pilot_planning_msgs/msg/AccLine,0
88,TBD,pilot_planning_msgs,msg,qp_speed_debug_data,QPSpeedDebugData,pilot_planning_msgs/msg/QPSpeedDebugData,0
89,TBD,pilot_planning_msgs,msg,lattice_motion_planning_data,LatticeMotionPlanningData,pilot_planning_msgs/msg/LatticeMotionPlanningData,0
90,TBD,pilot_planning_msgs,msg,qp_path_planning_debug_data,QpPathPlanningDebugData,pilot_planning_msgs/msg/QpPathPlanningDebugData,1
91,TBD,pilot_planning_msgs,msg,trajectory_point,TrajectoryPoint,pilot_planning_msgs/msg/TrajectoryPoint,0
92,TBD,pilot_planning_msgs,msg,ddp_trajectory,DDPTrajectory,pilot_planning_msgs/msg/DDPTrajectory,0
93,TBD,pilot_planning_msgs,msg,sequence_costing,SequenceCosting,pilot_planning_msgs/msg/SequenceCosting,0
94,TBD,pilot_planning_msgs,msg,costing,Costing,pilot_planning_msgs/msg/Costing,0
95,TBD,pilot_planning_msgs,msg,lateral_motion_planning_debug_data,LateralMotionPlanningDebugData,pilot_planning_msgs/msg/LateralMotionPlanningDebugData,0
96,TBD,pilot_planning_msgs,msg,ddp_state,DDPState,pilot_planning_msgs/msg/DDPState,0
97,TBD,proto_gateway_msgs,msg,vcim_local_req,VcimLocalReq,proto_gateway_msgs/msg/VcimLocalReq,0
98,TBD,proto_gateway_msgs,msg,vcim_remote_req_ret,VcimRemoteReqRet,proto_gateway_msgs/msg/VcimRemoteReqRet,0
99,TBD,proto_gateway_msgs,msg,vcim_local_req_ret,VcimLocalReqRet,proto_gateway_msgs/msg/VcimLocalReqRet,0
100,TBD,proto_gateway_msgs,msg,vcim_remote_req,VcimRemoteReq,proto_gateway_msgs/msg/VcimRemoteReq,1
101,TBD,proto_gateway_msgs,msg,time_gap_data,TimeGapData,proto_gateway_msgs/msg/TimeGapData,0
102,TBD,proto_gateway_msgs,msg,vcim_local_req_resp,VcimLocalReqResp,proto_gateway_msgs/msg/VcimLocalReqResp,2
103,TBD,proto_gateway_msgs,msg,vcim_remote_req_resp,VcimRemoteReqResp,proto_gateway_msgs/msg/VcimRemoteReqResp,0
104,TBD,proto_gateway_msgs,msg,life_cycle_info,LifeCycleInfo,proto_gateway_msgs/msg/LifeCycleInfo,0
105,TBD,proto_gateway_msgs,msg,psl_info,PSLInfo,proto_gateway_msgs/msg/PSLInfo,0
106,TBD,gnss_imu_msgs,msg,ins_iam,InsIam,gnss_imu_msgs/msg/InsIam,1
107,TBD,gnss_imu_msgs,msg,gnss,Gnss,gnss_imu_msgs/msg/Gnss,1
108,TBD,gnss_imu_msgs,msg,sat_info,SatInfo,gnss_imu_msgs/msg/SatInfo,0
109,TBD,gnss_imu_msgs,msg,gps_time,GpsTime,gnss_imu_msgs/msg/GpsTime,0
110,TBD,gnss_imu_msgs,msg,inspva,Inspva,gnss_imu_msgs/msg/Inspva,1
111,TBD,gnss_imu_msgs,msg,imu,Imu,gnss_imu_msgs/msg/Imu,1
112,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_boundary_segment,EhrToEmLaneBoundarySegment,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneBoundarySegment,0
113,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_point3_d,EhrToEmPoint3D,hd_map_ehr_to_em_msgs/msg/EhrToEmPoint3D,0
114,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_debug_info,EhrToEmDebugInfo,hd_map_ehr_to_em_msgs/msg/EhrToEmDebugInfo,0
115,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_ehp_vehicle_info,EhrToEhpVehicleInfo,hd_map_ehr_to_em_msgs/msg/EhrToEhpVehicleInfo,1
116,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_guide_point_info,EhrToEmGuidePointInfo,hd_map_ehr_to_em_msgs/msg/EhrToEmGuidePointInfo,0
117,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_geofence_data,EhrToEmGeofenceData,hd_map_ehr_to_em_msgs/msg/EhrToEmGeofenceData,0
118,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_marking,EhrToEmLaneMarking,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneMarking,0
119,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_speed_limit,EhrToEmSpeedLimit,hd_map_ehr_to_em_msgs/msg/EhrToEmSpeedLimit,0
120,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_width,EhrToEmLaneWidth,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneWidth,0
121,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_is_in_intersection,EhrToEmIsInIntersection,hd_map_ehr_to_em_msgs/msg/EhrToEmIsInIntersection,0
122,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_intersection_data,EhrToEmIntersectionData,hd_map_ehr_to_em_msgs/msg/EhrToEmIntersectionData,0
123,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_element,EhrToEmLaneElement,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneElement,0
124,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_data_range,EhrToEmDataRange,hd_map_ehr_to_em_msgs/msg/EhrToEmDataRange,0
125,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_cus_guide_info,EhrToCusGuideInfo,hd_map_ehr_to_em_msgs/msg/EhrToCusGuideInfo,1
126,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_type,EhrToEmLaneType,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneType,0
127,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_ehp_gnss,EhrToEhpGnss,hd_map_ehr_to_em_msgs/msg/EhrToEhpGnss,0
128,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_point,EhrToEmPoint,hd_map_ehr_to_em_msgs/msg/EhrToEmPoint,0
129,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_transition_direction,EhrToEmLaneTransitionDirection,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneTransitionDirection,0
130,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_surface_features_data,EhrToEmSurfaceFeaturesData,hd_map_ehr_to_em_msgs/msg/EhrToEmSurfaceFeaturesData,0
131,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_is_on_rout,EhrToEmIsOnRout,hd_map_ehr_to_em_msgs/msg/EhrToEmIsOnRout,0
132,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_soahd_status,EhrToSOAHDStatus,hd_map_ehr_to_em_msgs/msg/EhrToSOAHDStatus,1
133,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_curvature,EhrToEmLaneCurvature,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneCurvature,0
134,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_heading,EhrToEmLaneHeading,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneHeading,0
135,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_special_situation,EhrToEmSpecialSituation,hd_map_ehr_to_em_msgs/msg/EhrToEmSpecialSituation,0
136,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_road_edge,EhrToEmRoadEdge,hd_map_ehr_to_em_msgs/msg/EhrToEmRoadEdge,0
137,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_road_edge_segment,EhrToEmRoadEdgeSegment,hd_map_ehr_to_em_msgs/msg/EhrToEmRoadEdgeSegment,0
138,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_car_position,EhrToEmCarPosition,hd_map_ehr_to_em_msgs/msg/EhrToEmCarPosition,0
139,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_ehp_inspva,EhrToEhpInspva,hd_map_ehr_to_em_msgs/msg/EhrToEhpInspva,0
140,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_data,EhrToEmData,hd_map_ehr_to_em_msgs/msg/EhrToEmData,1
141,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_ehp_hd_status,EhrToEhpHDStatus,hd_map_ehr_to_em_msgs/msg/EhrToEhpHDStatus,1
142,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_data,EhrToEmLaneData,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneData,0
143,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_super_elevation,EhrToEmSuperElevation,hd_map_ehr_to_em_msgs/msg/EhrToEmSuperElevation,0
144,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_center_line,EhrToEmCenterLine,hd_map_ehr_to_em_msgs/msg/EhrToEmCenterLine,0
145,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_slop,EhrToEmLaneSlop,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneSlop,0
146,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_boundary,EhrToEmLaneBoundary,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneBoundary,0
147,TBD,mapless_mapping_msgs,msg,mapless_online_mapping_output,MaplessOnlineMappingOutput,mapless_mapping_msgs/msg/MaplessOnlineMappingOutput,0
148,TBD,navi_msgs,msg,traffic_safe_list,TrafficSafeList,navi_msgs/msg/TrafficSafeList,1
149,TBD,navi_msgs,msg,spd_lmt_ele_eye_es37,SpdLmtEleEyeES37,navi_msgs/msg/SpdLmtEleEyeES37,0
150,TBD,navi_msgs,msg,navigation_info_es33,NavigationInfoES33,navi_msgs/msg/NavigationInfoES33,0
151,TBD,navi_msgs,msg,second_tbt_guide_info,SecondTBTGuideInfo,navi_msgs/msg/SecondTBTGuideInfo,0
152,TBD,navi_msgs,msg,lane_guide_plus,LaneGuidePlus,navi_msgs/msg/LaneGuidePlus,0
153,TBD,navi_msgs,msg,navigation_info_plus,NavigationInfoPlus,navi_msgs/msg/NavigationInfoPlus,0
154,TBD,navi_msgs,msg,turn_info_type,TurnInfoType,navi_msgs/msg/TurnInfoType,0
155,TBD,navi_msgs,msg,traffic_event_info_type,TrafficEventInfoType,navi_msgs/msg/TrafficEventInfoType,0
156,TBD,navi_msgs,msg,lane_pair_list,LanePairList,navi_msgs/msg/LanePairList,0
157,TBD,navi_msgs,msg,toll_station_info,TollStationInfo,navi_msgs/msg/TollStationInfo,0
158,TBD,navi_msgs,msg,first_tbt_guide_info_es37,FirstTBTGuideInfoES37,navi_msgs/msg/FirstTBTGuideInfoES37,0
159,TBD,navi_msgs,msg,link_info,LinkInfo,navi_msgs/msg/LinkInfo,0
160,TBD,navi_msgs,msg,geo_point_type,GeoPointType,navi_msgs/msg/GeoPointType,0
161,TBD,navi_msgs,msg,traffic_light_es37,TrafficLightES37,navi_msgs/msg/TrafficLightES37,0
162,TBD,navi_msgs,msg,second_tbt_guide_info_plus,SecondTBTGuideInfoPlus,navi_msgs/msg/SecondTBTGuideInfoPlus,0
163,TBD,navi_msgs,msg,traffic_event_list,TrafficEventList,navi_msgs/msg/TrafficEventList,1
164,TBD,navi_msgs,msg,sd_navi_link_list,SdNaviLinkList,navi_msgs/msg/SdNaviLinkList,1
165,TBD,navi_msgs,msg,sd_semantic_signal,SdSemanticSignal,navi_msgs/msg/SdSemanticSignal,1
166,TBD,navi_msgs,msg,connected_road_info,ConnectedRoadInfo,navi_msgs/msg/ConnectedRoadInfo,0
167,TBD,navi_msgs,msg,first_tbt_guide_info_plus,FirstTBTGuideInfoPlus,navi_msgs/msg/FirstTBTGuideInfoPlus,0
168,TBD,navi_msgs,msg,lane_guide_es37,LaneGuideES37,navi_msgs/msg/LaneGuideES37,0
169,TBD,navi_msgs,msg,sd_warn_board_sign,SDWarnBoardSign,navi_msgs/msg/SDWarnBoardSign,0
170,TBD,navi_msgs,msg,speed_limit_board_plus,SpeedLimitBoardPlus,navi_msgs/msg/SpeedLimitBoardPlus,0
171,TBD,navi_msgs,msg,lat_long_coord,LatLongCoord,navi_msgs/msg/LatLongCoord,0
172,TBD,navi_msgs,msg,traffic_light,TrafficLight,navi_msgs/msg/TrafficLight,0
173,TBD,navi_msgs,msg,lane_gudc_at_next_intscn,LaneGudcAtNextIntscn,navi_msgs/msg/LaneGudcAtNextIntscn,0
174,TBD,navi_msgs,msg,sd_navi_geo_point_list,SdNaviGeoPointList,navi_msgs/msg/SdNaviGeoPointList,1
175,TBD,navi_msgs,msg,location_struct_plus,LocationStructPlus,navi_msgs/msg/LocationStructPlus,0
176,TBD,navi_msgs,msg,traffic_safe_info_type,TrafficSafeInfoType,navi_msgs/msg/TrafficSafeInfoType,0
177,TBD,navi_msgs,msg,tbt_guide_info_es37,TBTGuideInfoES37,navi_msgs/msg/TBTGuideInfoES37,0
178,TBD,navi_msgs,msg,tbt_guide_info_plus,TBTGuideInfoPlus,navi_msgs/msg/TBTGuideInfoPlus,0
179,TBD,navi_msgs,msg,location_struct_es37,LocationStructES37,navi_msgs/msg/LocationStructES37,0
180,TBD,navi_msgs,msg,turn_list,TurnList,navi_msgs/msg/TurnList,1
181,TBD,navi_msgs,msg,location,Location,navi_msgs/msg/Location,0
182,TBD,navi_msgs,msg,second_tbt_guide_info_es37,SecondTBTGuideInfoES37,navi_msgs/msg/SecondTBTGuideInfoES37,0
183,TBD,navi_msgs,msg,sd_speed_limit_signal,SDSpeedLimitSignal,navi_msgs/msg/SDSpeedLimitSignal,0
184,TBD,navi_msgs,msg,lane_info_type,LaneInfoType,navi_msgs/msg/LaneInfoType,0
185,TBD,navi_msgs,msg,geo_point_array_list_type,GeoPointArrayListType,navi_msgs/msg/GeoPointArrayListType,0
186,TBD,navi_msgs,msg,connected_road_es37,ConnectedRoadES37,navi_msgs/msg/ConnectedRoadES37,0
187,TBD,navi_msgs,msg,road_type_es37,RoadTypeES37,navi_msgs/msg/RoadTypeES37,0
188,TBD,navi_msgs,msg,interval_camera_plus,IntervalCameraPlus,navi_msgs/msg/IntervalCameraPlus,0
189,TBD,navi_msgs,msg,warn_board_sign,WarnBoardSign,navi_msgs/msg/WarnBoardSign,0
190,TBD,navi_msgs,msg,traffic_jam_es37,TrafficJamES37,navi_msgs/msg/TrafficJamES37,0
191,TBD,navi_msgs,msg,warn_board_sign_es37,WarnBoardSignES37,navi_msgs/msg/WarnBoardSignES37,0
192,TBD,navi_msgs,msg,link_type_plus,LinkTypePlus,navi_msgs/msg/LinkTypePlus,0
193,TBD,navi_msgs,msg,sd_semantic_signal_es37,SdSemanticSignalES37,navi_msgs/msg/SdSemanticSignalES37,1
194,TBD,navi_msgs,msg,toll_station_es37,TollStationES37,navi_msgs/msg/TollStationES37,0
195,TBD,navi_msgs,msg,guide_info,GuideInfo,navi_msgs/msg/GuideInfo,0
196,TBD,navi_msgs,msg,interval_camera_es37,IntervalCameraES37,navi_msgs/msg/IntervalCameraES37,0
197,TBD,navi_msgs,msg,navi_destination_es37,NaviDestinationES37,navi_msgs/msg/NaviDestinationES37,0
198,TBD,navi_msgs,msg,navi_destination,NaviDestination,navi_msgs/msg/NaviDestination,0
199,TBD,navi_msgs,msg,spd_lmt_ele_eye,SpdLmtEleEye,navi_msgs/msg/SpdLmtEleEye,0
200,TBD,navi_msgs,msg,point_location_info_es37,PointLocationInfoES37,navi_msgs/msg/PointLocationInfoES37,0
201,TBD,navi_msgs,msg,construction_zone,ConstructionZone,navi_msgs/msg/ConstructionZone,0
202,TBD,navi_msgs,msg,traffic_camera,TrafficCamera,navi_msgs/msg/TrafficCamera,0
203,TBD,navi_msgs,msg,interval_camera,IntervalCamera,navi_msgs/msg/IntervalCamera,0
204,TBD,navi_msgs,msg,spd_lmt_ele_eye_plus,SpdLmtEleEyePlus,navi_msgs/msg/SpdLmtEleEyePlus,0
205,TBD,navi_msgs,msg,traffic_jaminfo,TrafficJaminfo,navi_msgs/msg/TrafficJaminfo,0
206,TBD,navi_msgs,msg,tunnel_es37,TunnelES37,navi_msgs/msg/TunnelES37,0
207,TBD,navi_msgs,msg,point_location_info_plus,PointLocationInfoPlus,navi_msgs/msg/PointLocationInfoPlus,0
208,TBD,navi_msgs,msg,first_tbt_guide_info,FirstTBTGuideInfo,navi_msgs/msg/FirstTBTGuideInfo,0
209,TBD,navi_msgs,msg,traffic_camera_es37,TrafficCameraES37,navi_msgs/msg/TrafficCameraES37,0
210,TBD,prediction_msgs,msg,pred_diag_info,PredDiagInfo,prediction_msgs/msg/PredDiagInfo,0
211,TBD,prediction_msgs,msg,prediction_traj,PredictionTraj,prediction_msgs/msg/PredictionTraj,0
212,TBD,prediction_msgs,msg,prediction_frenet_element_info,PredictionFrenetElementInfo,prediction_msgs/msg/PredictionFrenetElementInfo,0
213,TBD,prediction_msgs,msg,prediction_info,PredictionInfo,prediction_msgs/msg/PredictionInfo,0
214,TBD,prediction_msgs,msg,prediction_feature_info,PredictionFeatureInfo,prediction_msgs/msg/PredictionFeatureInfo,0
215,TBD,prediction_msgs,msg,prediction_profile,PredictionProfile,prediction_msgs/msg/PredictionProfile,0
216,TBD,prediction_msgs,msg,prediction_data,PredictionData,prediction_msgs/msg/PredictionData,2
217,TBD,prediction_msgs,msg,pred_map_info,PredMapInfo,prediction_msgs/msg/PredMapInfo,0
218,TBD,prediction_msgs,msg,pred_input_diag,PredInputDiag,prediction_msgs/msg/PredInputDiag,0
219,TBD,prediction_msgs,msg,pred_ego_info,PredEgoInfo,prediction_msgs/msg/PredEgoInfo,0
220,TBD,prediction_msgs,msg,pred_scenario_info,PredScenarioInfo,prediction_msgs/msg/PredScenarioInfo,0
